# Generated from CC-CEDICT. Do not edit manually.
# direction<TAB>key<TAB>candidate...
e	a sermon	傳道	講道
e	a set	一套
e	a set of measures	組合拳
e	a set square	直角器	直角尺
e	a shackled pig	豖
e	a share	股份
e	a share grant	送股
e	a shill	托
e	a shipwreck	沉船事故
e	a shiver	寒噤
e	a shoot	芽苗
e	a shooting	槍擊案
e	a shore	橕
e	a short moment	拈指	食頃
e	a short person	矮個兒
e	a short time	一時半晌	一時半會	一時半霎	一陣子	片時
e	a short while	少刻	少間	歇	頃
e	a short while ago	頃者
e	a short-barreled mortar	虎蹲砲
e	a short-term loan	通融
e	a shout	呼聲
e	a show of extravagance	排場
e	a show of strength	奮武揚威
e	a shrike	鵙
e	a sideshow	雜耍
e	a sieve	濾網	篩
e	a signal	信標
e	a silly	瓜娃子
e	a simile	喻
e	a simple matter	小case
e	a single cent	分文
e	a single penny	分文
e	a single person	半個人
e	a sinking	沉船事故
e	a situation	地步
e	a sketch	草圖
e	a skill	一手
e	a slandering toady	讒佞	讒諂
e	a sleep	覺
e	a sleeping compartment	臥房
e	a sleeve valve	筒閥
e	a slice	片
e	a sliced ball	斜射球
e	a slide	滑梯
e	a slight blemish	白璧微瑕
e	a slight chill	涼意
e	a slight effort	吹灰之力
e	a slip	失手
e	a slip-knot	活結
e	a slip-up	漏失
e	a slow march	四方步
e	a slow trot	慢跑
e	a slowcoach	慢性子
e	a slug	蜒蚰	鼻涕蟲
e	a small appetizer	小菜一碟
e	a small bell	釪
e	a small cup	盞
e	a small extent	輕微
e	a small grievance	睚眥
e	a small minority	極少數
e	a small proportion of	少部分
e	a small quantity	小量
e	a small stone	礓
e	a small worm	肙
e	a small-minded person	斗筲之人
e	a smart-ass	耍嘴皮
e	a smattering	略知皮毛
e	a smelting furnace	融爐
e	a smidgen	少量	微量
e	a snob	勢利眼
e	a society	協會
e	a solution	解
e	a song	雅歌
e	a sound	咾	籟
e	a sour	沙瓦
e	a souvenir on leaving	留別
e	a souvenir photo	留影
e	a spandrel	拱肩
e	a spasm	抽動
e	a spear	杸
e	a speech	講話
e	a spell	一陣	一陣子
e	a spirit	靈怪
e	a spirit so invited	筆仙
e	a spirited start	奮起
e	a sprain	扭傷
e	a spreadsheet	分類帳
